BillNo,Date,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A11161,27-11-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11175,27-11-2018,"ALPHA PHARMACEUTICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11155,27-11-2018,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A11163,27-11-2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11154,27-11-2018,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A11178,27-11-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11177,27-11-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11151,27-11-2018,"VETTATHARAYIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11170,27-11-2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11148,27-11-2018,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A11176,27-11-2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,1,#N/A,#N/A
A11168,27-11-2018,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A11156,27-11-2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11171,27-11-2018,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A11158,27-11-2018,"MADATHIL MEDICALS, KOZHANCHERY",#N/A,1,#N/A,#N/A
A11153,27-11-2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A11150,27-11-2018,"NEETHI MEDICALS, THEKKEMALA",#N/A,1,#N/A,#N/A
A11145,27-11-2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11169,27-11-2018,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11166,27-11-2018,"JACOBS MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A11159,27-11-2018,"K.T. GEORGE & SONS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11162,27-11-2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",#N/A,1,#N/A,#N/A
A11146,27-11-2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11147,27-11-2018,"SNEHA MEDICALS, PATHANAMTHITTA",#N/A,#N/A,1,#N/A
A11172,27-11-2018,"MANNAR MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11160,27-11-2018,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A11144,27-11-2018,"T & T MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11179,27-11-2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A11165,27-11-2018,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11180,27-11-2018,"DR.ANDREWS VINCENT PALACKAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A11173,27-11-2018,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11157,27-11-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11149,27-11-2018,"SAM MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11174,27-11-2018,"TRAVANCORE MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11167,27-11-2018,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,1,#N/A,#N/A
A11186,28-11-2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",1,#N/A,#N/A,#N/A
A11190,28-11-2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",#N/A,1,#N/A,#N/A
A11184,28-11-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11188,28-11-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11183,28-11-2018,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A11189,28-11-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11185,28-11-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11182,28-11-2018,"MAMMEN MEMORIAL HOSPITAL, CHENGANUR",#N/A,1,#N/A,#N/A
A11193,28-11-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A11194,28-11-2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,1,#N/A,#N/A
A11192,28-11-2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",#N/A,1,#N/A,#N/A
A11187,28-11-2018,"USHA HOSPITAL, CHENGANNOOR",#N/A,1,#N/A,#N/A
A11191,28-11-2018,"ST.THOMAS MEDICALS, VENMONY",#N/A,1,#N/A,#N/A
A11181,28-11-2018,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11195,28-11-2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",#N/A,#N/A,1,#N/A
A11208,29-11-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11206,29-11-2018,"DR.PREMI VARGHESE, KARUNYA EYE (H)",#N/A,1,#N/A,#N/A
A11207,29-11-2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A11201,29-11-2018,"NEETHI MEDICALS, KUNNUMPURAM",#N/A,1,#N/A,#N/A
A11203,29-11-2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",#N/A,1,#N/A,#N/A
A11205,29-11-2018,"DR.PREMI VARGHESE, KARUNYA EYE (H)",#N/A,1,#N/A,#N/A
A11200,29-11-2018,"DR.P T SHAJI, PAIPPAD",#N/A,1,#N/A,#N/A
A11197,29-11-2018,"KANNAN MEDICALS, EZHUMATOOR",#N/A,1,#N/A,#N/A
A11202,29-11-2018,"DR. BILLKEES SHAFI, J.E.NAGAR,CHRY.",#N/A,1,#N/A,#N/A
A11199,29-11-2018,"USHA HOSPITAL, CHENGANNOOR",#N/A,1,#N/A,#N/A
A11210,29-11-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11198,29-11-2018,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A11204,29-11-2018,"DR.P T SHAJI, PAIPPAD",#N/A,1,#N/A,#N/A
A11196,29-11-2018,"K.T. GEORGE & SONS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11209,29-11-2018,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11223,30-11-2018,"MEDICAL TRUST HOSPITAL, KULANADA",1,#N/A,#N/A,#N/A
A11216,30-11-2018,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11230,30-11-2018,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11241,30-11-2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A11243,30-11-2018,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A11246,30-11-2018,"NEETHI MEDICAL STORE, THADIYOOR",#N/A,1,#N/A,#N/A
A11211,30-11-2018,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A11214,30-11-2018,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A11215,30-11-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A11234,30-11-2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11226,30-11-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11236,30-11-2018,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11235,30-11-2018,"DR.ANNIE EAPEN, VADAKKE KAVANAL, ADOOR.",#N/A,1,#N/A,#N/A
A11248,30-11-2018,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11233,30-11-2018,"MAMMEN MEMORIAL HOSPITAL, CHENGANUR",#N/A,1,#N/A,#N/A
A11213,30-11-2018,"SUPPLYCO-MAVELI MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11227,30-11-2018,"APPOLO MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11238,30-11-2018,"PALLIPARAMPIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A11245,30-11-2018,"ORMA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11231,30-11-2018,"NEW MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A11237,30-11-2018,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",#N/A,1,#N/A,#N/A
A11219,30-11-2018,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A11249,30-11-2018,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A11224,30-11-2018,"MARIA HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11212,30-11-2018,"THUSHARA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11242,30-11-2018,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11229,30-11-2018,"SHEEBA MEDICALS, THEADICAL",#N/A,1,#N/A,#N/A
A11220,30-11-2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A11228,30-11-2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",#N/A,1,#N/A,#N/A
A11244,30-11-2018,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11221,30-11-2018,"BYBLOS PHARMA, CHENGANNUR",#N/A,1,#N/A,#N/A
A11217,30-11-2018,"BHARATH MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11247,30-11-2018,"K.R.MEDICALS, KALLISSERY",#N/A,1,#N/A,#N/A
A11250,30-11-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11225,30-11-2018,"KARUNYA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11239,30-11-2018,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,#N/A,1,#N/A
A11218,30-11-2018,"MANAMEL MEDICALS, KOTTAMURI",#N/A,1,#N/A,#N/A
A11240,30-11-2018,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,#N/A,1,#N/A
A11222,30-11-2018,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,#N/A,1,#N/A
A11232,30-11-2018,"KARUNYA MEDICALS, CHENGANOOR",#N/A,#N/A,1,#N/A
A11277,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",1,#N/A,#N/A,#N/A
A11254,01-12-2018,"SWANTHANAM MEDICALS, MAVELIKKARA",1,#N/A,#N/A,#N/A
A11268,01-12-2018,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A11262,01-12-2018,"GIRI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11255,01-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11275,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11273,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11270,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11269,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11274,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11271,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11258,01-12-2018,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11260,01-12-2018,"NEETHY MEDICAL STORE, KARUKACHAL",#N/A,1,#N/A,#N/A
A11252,01-12-2018,"JANAMITHRA MEDICALS, PAIPAD",#N/A,1,#N/A,#N/A
A11251,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11272,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11267,01-12-2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11264,01-12-2018,"MED CARE PHARMACY, KAVUMBHAGUM",#N/A,1,#N/A,#N/A
A11276,01-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11263,01-12-2018,"CHAITHANYA MEDICALS, MAVELIKARA",#N/A,1,#N/A,#N/A
A11265,01-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11257,01-12-2018,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A11259,01-12-2018,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A11266,01-12-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11261,01-12-2018,"JAYA MEDICALS, KAVUMBHAGAM",#N/A,1,#N/A,#N/A
A11253,01-12-2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11256,01-12-2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",#N/A,1,#N/A,#N/A
A11290,03-12-2018,"THOMSON MEDICALS, TIRUVALLA",1,#N/A,#N/A,#N/A
A11286,03-12-2018,"JESWIN MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A11278,03-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11279,03-12-2018,"DR.BALASUBRAMANIAN G, MAVELIKKARA",#N/A,1,#N/A,#N/A
A11282,03-12-2018,"NEETHI MEDICALS, MALLAPPALLY",#N/A,1,#N/A,#N/A
A11288,03-12-2018,"NEETHI MEDICALS, NEDUMKUNNAM",#N/A,1,#N/A,#N/A
A11283,03-12-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11285,03-12-2018,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,1,#N/A,#N/A
A11287,03-12-2018,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A11280,03-12-2018,"DINA MEDICALS, MAMOOD",#N/A,1,#N/A,#N/A
A11289,03-12-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11281,03-12-2018,"DR.MATHEW JOHN, ST.STEPHEN'S CLINIC",#N/A,1,#N/A,#N/A
A11284,03-12-2018,"DR.H.S. BEDI, PAIPAD",#N/A,#N/A,1,#N/A
A11329,04-12-2018,"MANAK HOSPITAL, NEDUMPURAM",#N/A,1,#N/A,#N/A
A11320,04-12-2018,"ST.GEORGE MEDICALS, KOZHENCHERY",1,#N/A,#N/A,#N/A
A11317,04-12-2018,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A11330,04-12-2018,"NEETHI MEDICALS, MALLAPPALLY",#N/A,1,#N/A,#N/A
A11315,04-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11312,04-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11302,04-12-2018,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,1,#N/A,#N/A
A11295,04-12-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A11303,04-12-2018,"PEOPLES HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11325,04-12-2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11292,04-12-2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A11322,04-12-2018,"NEETHI MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11313,04-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11308,04-12-2018,"NEETHY MEDICAL STORE, PULLAD",#N/A,1,#N/A,#N/A
A11327,04-12-2018,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A11296,04-12-2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11328,04-12-2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",#N/A,1,#N/A,#N/A
A11326,04-12-2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11307,04-12-2018,"HAFZA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11333,04-12-2018,"NEETHI MEDICALS, MALLAPPALLY",#N/A,1,#N/A,#N/A
A11310,04-12-2018,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A11291,04-12-2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11299,04-12-2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A11305,04-12-2018,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11300,04-12-2018,"PRATHIBHA MEDICALS, VECHOOCHIRA",#N/A,1,#N/A,#N/A
A11331,04-12-2018,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11301,04-12-2018,"KUMBANAD MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A11309,04-12-2018,"MADATHIL MEDICALS, KOZHANCHERY",#N/A,1,#N/A,#N/A
A11334,04-12-2018,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11323,04-12-2018,"ASWAS MEDICALS, KURISHUMMOODU",#N/A,1,#N/A,#N/A
A11332,04-12-2018,"DEEPTHI MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11294,04-12-2018,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A11318,04-12-2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A11314,04-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11298,04-12-2018,"MANNAR MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11311,04-12-2018,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,1,#N/A,#N/A
A11304,04-12-2018,"SAM MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11324,04-12-2018,"NEETHI MEDICALS, THEKKEMALA",#N/A,1,#N/A,#N/A
A11297,04-12-2018,"SNEHA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11293,04-12-2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",#N/A,1,#N/A,#N/A
A11316,04-12-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11306,04-12-2018,"SONIA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11319,04-12-2018,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A11321,04-12-2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,1,#N/A,#N/A
A11339,05-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11342,05-12-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11340,05-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11345,05-12-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11343,05-12-2018,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11336,05-12-2018,"DR.ANDREWS VINCENT PALACKAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A11341,05-12-2018,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A11335,05-12-2018,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11338,05-12-2018,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A11337,05-12-2018,"K.T. GEORGE & SONS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11344,05-12-2018,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11346,05-12-2018,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11356,06-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11354,06-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11347,06-12-2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A11352,06-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11355,06-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11353,06-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11358,06-12-2018,"DR.PREMI VARGHESE, KARUNYA EYE (H)",#N/A,1,#N/A,#N/A
A11351,06-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11359,06-12-2018,"C.M HOSPITAL, PANDALAM",#N/A,#N/A,1,#N/A
A11361,06-12-2018,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A11357,06-12-2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A11360,06-12-2018,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11350,06-12-2018,"JANAKEEYA MEDICALS, CVP CITY TOWER, T.K.ROAD,",#N/A,1,#N/A,#N/A
A11349,06-12-2018,"GIRI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11348,06-12-2018,"M.N.MEDICALS, CHOONAD",#N/A,1,#N/A,#N/A
A11372,07-12-2018,"KUTTAPPUZHA JANSEVANA MEDICALS, MARTHOMA COLLEGE JN.,",1,#N/A,#N/A,#N/A
A11376,07-12-2018,"MARIA HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A11380,07-12-2018,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A11363,07-12-2018,"THUSHARA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A11392,07-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A11367,07-12-2018,"PENCOS MEDICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A11383,07-12-2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A11391,07-12-2018,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,1,#N/A,#N/A
A11389,07-12-2018,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A11369,07-12-2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",#N/A,1,#N/A,#N/A
A11362,07-12-2018,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A11379,07-12-2018,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11390,07-12-2018,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A11394,07-12-2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A11373,07-12-2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A11364,07-12-2018,"KARUNA COMMUNITY MEDICALS, OPP. MUNICIPAL OFFICE ,PDLM.,",#N/A,1,#N/A,#N/A
A11382,07-12-2018,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11384,07-12-2018,"K.R.MEDICALS, KALLISSERY",#N/A,1,#N/A,#N/A
A11368,07-12-2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,#N/A,1,#N/A
A11374,07-12-2018,"KARUNYA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A11388,07-12-2018,"KARUNYAM MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11375,07-12-2018,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",#N/A,1,#N/A,#N/A
A11378,07-12-2018,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A11377,07-12-2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",#N/A,1,#N/A,#N/A
A11387,07-12-2018,"ATTILETHU  MEDICALS, KULANADA",#N/A,1,#N/A,#N/A
A11386,07-12-2018,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A11365,07-12-2018,"BHARATH MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A11371,07-12-2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A11381,07-12-2018,"USHA HOSPITAL, CHENGANNOOR",#N/A,1,#N/A,#N/A
A11385,07-12-2018,"APPOLO MEDICALS, ADOOR",#N/A,#N/A,1,#N/A
A11370,07-12-2018,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,1,#N/A,#N/A
A11393,07-12-2018,"M.G MEDICALS, MANNAR",#N/A,#N/A,1,#N/A
A11366,07-12-2018,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,#N/A,1,#N/A
A11395,07-12-2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,#N/A,1,#N/A
A11406,08-12-2018,"SWANTHANAM MEDICALS, MAVELIKKARA",1,#N/A,#N/A,#N/A
A11400,08-12-2018,"CENTRAL MEDICALS, THADIYOOR",1,#N/A,#N/A,#N/A
A11399,08-12-2018,"BASANTAR MEDICALS, A.R. JUNCTION , MAVELIKKARA",1,#N/A,#N/A,#N/A
A11405,08-12-2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
